Feature ID	Taxon
K02913	Genetic Information Processing;Translation;Ribosome;K02913 large subunit ribosomal protein L33
K02914	Genetic Information Processing;Translation;Ribosome;K02914 large subunit ribosomal protein L34
K02915	Genetic Information Processing;Translation;Ribosome;K02915 large subunit ribosomal protein L34e
K02916	Genetic Information Processing;Translation;Ribosome;K02916 large subunit ribosomal protein L35
K02917	Genetic Information Processing;Translation;Ribosome;K02917 large subunit ribosomal protein L35Ae
K02918	Genetic Information Processing;Translation;Ribosome;K02918 large subunit ribosomal protein L35e
K02919	Genetic Information Processing;Translation;Ribosome;K02919 large subunit ribosomal protein L36
K02920	Genetic Information Processing;Translation;Ribosome;K02920 large subunit ribosomal protein L36e
K02921	Genetic Information Processing;Translation;Ribosome;K02921 large subunit ribosomal protein L37Ae
K02922	Genetic Information Processing;Translation;Ribosome;K02922 large subunit ribosomal protein L37e
K02923	Genetic Information Processing;Translation;Ribosome;K02923 large subunit ribosomal protein L38e
K02924	Genetic Information Processing;Translation;Ribosome;K02924 large subunit ribosomal protein L39e
K02925	Genetic Information Processing;Translation;Ribosome;K02925 large subunit ribosomal protein L3e
K02926	Genetic Information Processing;Translation;Ribosome;K02926 large subunit ribosomal protein L4
K02927	Genetic Information Processing;Translation;Ribosome;K02927 large subunit ribosomal protein L40e
K02929	Genetic Information Processing;Translation;Ribosome;K02929 large subunit ribosomal protein L44e
K02930	Genetic Information Processing;Translation;Ribosome;K02930 large subunit ribosomal protein L4e
K02931	Genetic Information Processing;Translation;Ribosome;K02931 large subunit ribosomal protein L5
K02932	Brite Hierarchies;Translation;Ribosome;K02932 large subunit ribosomal protein L5e
K02933	Genetic Information Processing;Translation;Ribosome;K02933 large subunit ribosomal protein L6
K02934	Genetic Information Processing;Translation;Ribosome;K02934 large subunit ribosomal protein L6e
K02935	Genetic Information Processing;Translation;Ribosome;K02935 large subunit ribosomal protein L7/L12
K02936	Brite Hierarchies;Protein families: genetic information processing;Ribosome;K02936 large subunit ribosomal protein L7Ae
K02937	Genetic Information Processing;Translation;Ribosome;K02937 large subunit ribosomal protein L7e
K02938	Genetic Information Processing;Translation;Ribosome;K02938 large subunit ribosomal protein L8e
K02939	Genetic Information Processing;Translation;Ribosome;K02939 large subunit ribosomal protein L9
K02940	Genetic Information Processing;Translation;Ribosome;K02940 large subunit ribosomal protein L9e
K02941	Genetic Information Processing;Translation;Ribosome;K02941 large subunit ribosomal protein LP0
K02942	Genetic Information Processing;Translation;Ribosome;K02942 large subunit ribosomal protein LP1
K02944	Genetic Information Processing;Translation;Ribosome;K02944 large subunit ribosomal protein LX
K02945	Genetic Information Processing;Translation;Ribosome;K02945 small subunit ribosomal protein S1
K02946	Genetic Information Processing;Translation;Ribosome;K02946 small subunit ribosomal protein S10
K02947	Genetic Information Processing;Translation;Ribosome;K02947 small subunit ribosomal protein S10e
K02948	Genetic Information Processing;Translation;Ribosome;K02948 small subunit ribosomal protein S11
K02949	Genetic Information Processing;Translation;Ribosome;K02949 small subunit ribosomal protein S11e
K02950	Genetic Information Processing;Translation;Ribosome;K02950 small subunit ribosomal protein S12
K02951	Genetic Information Processing;Translation;Ribosome;K02951 small subunit ribosomal protein S12e
K02952	Genetic Information Processing;Translation;Ribosome;K02952 small subunit ribosomal protein S13
K02953	Genetic Information Processing;Translation;Ribosome;K02953 small subunit ribosomal protein S13e
K02954	Genetic Information Processing;Translation;Ribosome;K02954 small subunit ribosomal protein S14
K02955	Genetic Information Processing;Translation;Ribosome;K02955 small subunit ribosomal protein S14e
K02956	Genetic Information Processing;Translation;Ribosome;K02956 small subunit ribosomal protein S15
K02957	Genetic Information Processing;Translation;Ribosome;K02957 small subunit ribosomal protein S15Ae
K02958	Genetic Information Processing;Translation;Ribosome;K02958 small subunit ribosomal protein S15e
K02959	Brite Hierarchies;Protein families: genetic information processing;Ribosome;K02959 small subunit ribosomal protein S16
K02960	Genetic Information Processing;Translation;Ribosome;K02960 small subunit ribosomal protein S16e
K02961	Genetic Information Processing;Translation;Ribosome;K02961 small subunit ribosomal protein S17
K02962	Genetic Information Processing;Translation;Ribosome;K02962 small subunit ribosomal protein S17e
K02963	Genetic Information Processing;Translation;Ribosome;K02963 small subunit ribosomal protein S18
K02964	Genetic Information Processing;Translation;Ribosome;K02964 small subunit ribosomal protein S18e
K02965	Genetic Information Processing;Translation;Ribosome;K02965 small subunit ribosomal protein S19
K02966	Genetic Information Processing;Translation;Ribosome;K02966 small subunit ribosomal protein S19e
K02967	Genetic Information Processing;Translation;Ribosome;K02967 small subunit ribosomal protein S2
K02968	Genetic Information Processing;Translation;Ribosome;K02968 small subunit ribosomal protein S20
K02969	Genetic Information Processing;Translation;Ribosome;K02969 small subunit ribosomal protein S20e
K02970	Genetic Information Processing;Translation;Ribosome;K02970 small subunit ribosomal protein S21
K02971	Genetic Information Processing;Translation;Ribosome;K02971 small subunit ribosomal protein S21e
K02973	Genetic Information Processing;Translation;Ribosome;K02973 small subunit ribosomal protein S23e
K02974	Genetic Information Processing;Translation;Ribosome;K02974 small subunit ribosomal protein S24e
K02975	Genetic Information Processing;Translation;Ribosome;K02975 small subunit ribosomal protein S25e
K02976	Genetic Information Processing;Translation;Ribosome;K02976 small subunit ribosomal protein S26e
K02977	Brite Hierarchies;Translation;Ribosome;K02977 small subunit ribosomal protein S27Ae
K02978	Genetic Information Processing;Translation;Ribosome;K02978 small subunit ribosomal protein S27e
K02979	Genetic Information Processing;Translation;Ribosome;K02979 small subunit ribosomal protein S28e
K02980	Genetic Information Processing;Translation;Ribosome;K02980 small subunit ribosomal protein S29e
K02981	Genetic Information Processing;Translation;Ribosome;K02981 small subunit ribosomal protein S2e
K02982	Genetic Information Processing;Translation;Ribosome;K02982 small subunit ribosomal protein S3
K02983	Brite Hierarchies;Protein families: genetic information processing;Ribosome;K02983 small subunit ribosomal protein S30e
K02984	Genetic Information Processing;Translation;Ribosome;K02984 small subunit ribosomal protein S3Ae
K02985	Genetic Information Processing;Translation;Ribosome;K02985 small subunit ribosomal protein S3e
K02986	Genetic Information Processing;Translation;Ribosome;K02986 small subunit ribosomal protein S4
K02987	Genetic Information Processing;Translation;Ribosome;K02987 small subunit ribosomal protein S4e
K02988	Genetic Information Processing;Translation;Ribosome;K02988 small subunit ribosomal protein S5
K02989	Genetic Information Processing;Translation;Ribosome;K02989 small subunit ribosomal protein S5e
K02990	Brite Hierarchies;Protein families: genetic information processing;Ribosome;K02990 small subunit ribosomal protein S6
K02991	Environmental Information Processing;Signal transduction;Ribosome;K02991 small subunit ribosomal protein S6e
K02992	Genetic Information Processing;Translation;Ribosome;K02992 small subunit ribosomal protein S7
K02993	Genetic Information Processing;Translation;Ribosome;K02993 small subunit ribosomal protein S7e
K02994	Genetic Information Processing;Translation;Ribosome;K02994 small subunit ribosomal protein S8
K02995	Genetic Information Processing;Translation;Ribosome;K02995 small subunit ribosomal protein S8e
K02996	Genetic Information Processing;Translation;Ribosome;K02996 small subunit ribosomal protein S9
K02997	Genetic Information Processing;Translation;Ribosome;K02997 small subunit ribosomal protein S9e
K02998	Genetic Information Processing;Translation;Ribosome;K02998 small subunit ribosomal protein SAe
K02999	Genetic Information Processing;Transcription;RNA polymerase;K02999 DNA-directed RNA polymerase I subunit RPA1 
K03000	Genetic Information Processing;Transcription;RNA polymerase;K03000 DNA-directed RNA polymerase I subunit RPA12
K03002	Genetic Information Processing;Transcription;RNA polymerase;K03002 DNA-directed RNA polymerase I subunit RPA2 
K03006	Human Diseases;Protein families: genetic information processing;RNA polymerase;K03006 DNA-directed RNA polymerase II subunit RPB1 
K03007	Brite Hierarchies;Protein families: genetic information processing;RNA polymerase;K03007 DNA-directed RNA polymerases I, II, and III subunit RPABC5
K03008	Brite Hierarchies;Protein families: genetic information processing;RNA polymerase;K03008 DNA-directed RNA polymerase II subunit RPB11
K03010	Brite Hierarchies;Protein families: genetic information processing;RNA polymerase;K03010 DNA-directed RNA polymerase II subunit RPB2 
K03011	Brite Hierarchies;Protein families: genetic information processing;RNA polymerase;K03011 DNA-directed RNA polymerase II subunit RPB3
K03012	Brite Hierarchies;Protein families: genetic information processing;RNA polymerase;K03012 DNA-directed RNA polymerase II subunit RPB4
K03013	Brite Hierarchies;Protein families: genetic information processing;RNA polymerase;K03013 DNA-directed RNA polymerases I, II, and III subunit RPABC1
K03014	Brite Hierarchies;Protein families: genetic information processing;RNA polymerase;K03014 DNA-directed RNA polymerases I, II, and III subunit RPABC2
K03015	Brite Hierarchies;Protein families: genetic information processing;RNA polymerase;K03015 DNA-directed RNA polymerase II subunit RPB7
K03016	Brite Hierarchies;Protein families: genetic information processing;RNA polymerase;K03016 DNA-directed RNA polymerases I, II, and III subunit RPABC3
K03017	Brite Hierarchies;Protein families: genetic information processing;RNA polymerase;K03017 DNA-directed RNA polymerase II subunit RPB9
K03018	Genetic Information Processing;Transcription;RNA polymerase;K03018 DNA-directed RNA polymerase III subunit RPC1 
K03019	Genetic Information Processing;Transcription;RNA polymerase;K03019 DNA-directed RNA polymerase III subunit RPC11
K03021	Genetic Information Processing;Transcription;RNA polymerase;K03021 DNA-directed RNA polymerase III subunit RPC2 
K03025	Genetic Information Processing;Transcription;RNA polymerase;K03025 DNA-directed RNA polymerase III subunit RPC6
K03026	Genetic Information Processing;Transcription;RNA polymerase;K03026 DNA-directed RNA polymerase III subunit RPC4
K03027	Genetic Information Processing;Transcription;RNA polymerase;K03027 DNA-directed RNA polymerases I and III subunit RPAC1
K03028	Genetic Information Processing;Folding, sorting and degradation;Proteasome;K03028 26S proteasome regulatory subunit N1
K03029	Genetic Information Processing;Folding, sorting and degradation;Proteasome;K03029 26S proteasome regulatory subunit N10
K03030	Brite Hierarchies;Protein families: genetic information processing;Proteasome;K03030 26S proteasome regulatory subunit N11
K03031	Genetic Information Processing;Folding, sorting and degradation;Proteasome;K03031 26S proteasome regulatory subunit N12
K03032	Genetic Information Processing;Folding, sorting and degradation;Proteasome;K03032 26S proteasome regulatory subunit N2
K03033	Genetic Information Processing;Folding, sorting and degradation;Proteasome;K03033 26S proteasome regulatory subunit N3
K03035	Genetic Information Processing;Folding, sorting and degradation;Proteasome;K03035 26S proteasome regulatory subunit N5
K03036	Genetic Information Processing;Folding, sorting and degradation;Proteasome;K03036 26S proteasome regulatory subunit N6
K03037	Genetic Information Processing;Folding, sorting and degradation;Proteasome;K03037 26S proteasome regulatory subunit N7
K03038	Genetic Information Processing;Folding, sorting and degradation;Proteasome;K03038 26S proteasome regulatory subunit N8
K03039	Genetic Information Processing;Folding, sorting and degradation;Proteasome;K03039 26S proteasome regulatory subunit N9
K03040	Brite Hierarchies;Protein families: genetic information processing;RNA polymerase;K03040 DNA-directed RNA polymerase subunit alpha 
K03041	Genetic Information Processing;Transcription;RNA polymerase;K03041 DNA-directed RNA polymerase subunit A' 
K03042	"Genetic Information Processing;Transcription;RNA polymerase;K03042 DNA-directed RNA polymerase subunit A"" "
K03043	Brite Hierarchies;Protein families: genetic information processing;RNA polymerase;K03043 DNA-directed RNA polymerase subunit beta 
K03044	Genetic Information Processing;Transcription;RNA polymerase;K03044 DNA-directed RNA polymerase subunit B' 
K03045	"Genetic Information Processing;Transcription;RNA polymerase;K03045 DNA-directed RNA polymerase subunit B"" "
K03046	Brite Hierarchies;Protein families: genetic information processing;RNA polymerase;K03046 DNA-directed RNA polymerase subunit beta' 
K03047	Genetic Information Processing;Transcription;RNA polymerase;K03047 DNA-directed RNA polymerase subunit D 
K03048	Brite Hierarchies;Protein families: genetic information processing;RNA polymerase;K03048 DNA-directed RNA polymerase subunit delta
K03049	Genetic Information Processing;Transcription;RNA polymerase;K03049 DNA-directed RNA polymerase subunit E' 
K03050	"Genetic Information Processing;Transcription;RNA polymerase;K03050 DNA-directed RNA polymerase subunit E"" "
K03051	Genetic Information Processing;Transcription;RNA polymerase;K03051 DNA-directed RNA polymerase subunit F 
K03053	Genetic Information Processing;Transcription;RNA polymerase;K03053 DNA-directed RNA polymerase subunit H 
K03055	Genetic Information Processing;Transcription;RNA polymerase;K03055 DNA-directed RNA polymerase subunit K 
K03056	Genetic Information Processing;Transcription;RNA polymerase;K03056 DNA-directed RNA polymerase subunit L 
K03057	Brite Hierarchies;Protein families: genetic information processing;Transcription machinery;K03057 transcription termination factor TFS
K03058	Genetic Information Processing;Transcription;RNA polymerase;K03058 DNA-directed RNA polymerase subunit N 
K03059	Genetic Information Processing;Transcription;RNA polymerase;K03059 DNA-directed RNA polymerase subunit P 
K03060	Brite Hierarchies;Protein families: genetic information processing;RNA polymerase;K03060 DNA-directed RNA polymerase subunit omega 
K03061	Genetic Information Processing;Folding, sorting and degradation;Proteasome;K03061 26S proteasome regulatory subunit T1
K03062	Human Diseases;Infectious diseases: Viral;Proteasome;K03062 26S proteasome regulatory subunit T2
K03063	Genetic Information Processing;Folding, sorting and degradation;Proteasome;K03063 26S proteasome regulatory subunit T3
K03064	Genetic Information Processing;Folding, sorting and degradation;Proteasome;K03064 26S proteasome regulatory subunit T4
K03065	Genetic Information Processing;Folding, sorting and degradation;Proteasome;K03065 26S proteasome regulatory subunit T5
K03066	Genetic Information Processing;Folding, sorting and degradation;Proteasome;K03066 26S proteasome regulatory subunit T6
K03070	Genetic Information Processing;Folding, sorting and degradation;Protein export;K03070 preprotein translocase subunit SecA
K03071	Brite Hierarchies;Folding, sorting and degradation;Protein export;K03071 preprotein translocase subunit SecB
K03072	Genetic Information Processing;Folding, sorting and degradation;Protein export;K03072 preprotein translocase subunit SecD
K03073	Genetic Information Processing;Folding, sorting and degradation;Protein export;K03073 preprotein translocase subunit SecE
K03074	Genetic Information Processing;Folding, sorting and degradation;Protein export;K03074 preprotein translocase subunit SecF
K03075	Genetic Information Processing;Folding, sorting and degradation;Protein export;K03075 preprotein translocase subunit SecG
K03076	Genetic Information Processing;Folding, sorting and degradation;Protein export;K03076 preprotein translocase subunit SecY
K03077	Metabolism;Carbohydrate metabolism;Pentose and glucuronate interconversions;K03077 L-ribulose-5-phosphate 4-epimerase 
K03079	Metabolism;Carbohydrate metabolism;Pentose and glucuronate interconversions;K03079 L-ribulose-5-phosphate 3-epimerase 
K03083	Human Diseases;Signal transduction;ErbB signaling pathway;K03083 glycogen synthase kinase 3 beta 
K03086	Brite Hierarchies;Protein families: genetic information processing;Transcription machinery;K03086 RNA polymerase primary sigma factor
K03087	Cellular Processes;Cellular community - prokaryotes;Biofilm formation - Vibrio cholerae;K03087 RNA polymerase nonessential primary-like sigma factor
K03088	Brite Hierarchies;Protein families: genetic information processing;Transcription machinery;K03088 RNA polymerase sigma-70 factor, ECF subfamily
K03089	Brite Hierarchies;Protein families: genetic information processing;Transcription machinery;K03089 RNA polymerase sigma-32 factor
K03090	Brite Hierarchies;Protein families: genetic information processing;Transcription machinery;K03090 RNA polymerase sigma-B factor
K03091	Brite Hierarchies;Protein families: genetic information processing;Transcription machinery;K03091 RNA polymerase sporulation-specific sigma factor
K03092	Environmental Information Processing;Signal transduction;Two-component system;K03092 RNA polymerase sigma-54 factor
K03093	Brite Hierarchies;Protein families: genetic information processing;Transcription machinery;K03093 RNA polymerase sigma factor
K03094	Environmental Information Processing;Signal transduction;Protein processing in endoplasmic reticulum;K03094 S-phase kinase-associated protein 1
K03095	Not Included in Pathway or Brite;Poorly characterized;General function prediction only;K03095 SprT-like protein
K03097	Cellular Processes;Signal transduction;Ribosome biogenesis in eukaryotes;K03097 casein kinase II subunit alpha 
K03098	Brite Hierarchies;Protein families: signaling and cellular processes;Exosome;K03098 apolipoprotein D and lipocalin family protein
K03099	Human Diseases;Cancers: Specific types;Ras signaling pathway;K03099 son of sevenless
K03100	Genetic Information Processing;Folding, sorting and degradation;Protein export;K03100 signal peptidase I 
K03101	Genetic Information Processing;Folding, sorting and degradation;Protein export;K03101 signal peptidase II 
K03102	Brite Hierarchies;Protein families: genetic information processing;Dorso-ventral axis formation;K03102 squid
K03103	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis;K03103 multiple inositol-polyphosphate phosphatase / 2,3-bisphosphoglycerate 3-phosphatase 
K03105	Genetic Information Processing;Folding, sorting and degradation;Protein export;K03105 signal recognition particle subunit SRP19
K03106	Genetic Information Processing;Folding, sorting and degradation;Protein export;K03106 signal recognition particle subunit SRP54 
K03107	Genetic Information Processing;Folding, sorting and degradation;Protein export;K03107 signal recognition particle subunit SRP68
K03108	Genetic Information Processing;Folding, sorting and degradation;Protein export;K03108 signal recognition particle subunit SRP72
K03110	Genetic Information Processing;Folding, sorting and degradation;Protein export;K03110 fused signal recognition particle receptor
K03111	Genetic Information Processing;Replication and repair;DNA replication;K03111 single-strand DNA-binding protein
K03113	Genetic Information Processing;Translation;RNA transport;K03113 translation initiation factor 1
K03114	Cellular Processes;Cell growth and death;MAPK signaling pathway - yeast;K03114 mitosis inhibitor protein kinase SWE1 
K03115	Cellular Processes;Signal transduction;Ribosome biogenesis in eukaryotes;K03115 casein kinase II subunit beta
K03116	Genetic Information Processing;Folding, sorting and degradation;Protein export;K03116 sec-independent protein translocase protein TatA
K03117	Genetic Information Processing;Folding, sorting and degradation;Protein export;K03117 sec-independent protein translocase protein TatB
K03118	Genetic Information Processing;Folding, sorting and degradation;Protein export;K03118 sec-independent protein translocase protein TatC
K03120	Human Diseases;Infectious diseases: Viral;Basal transcription factors;K03120 transcription initiation factor TFIID TATA-box-binding protein
K03123	Genetic Information Processing;Transcription;Basal transcription factors;K03123 transcription initiation factor TFIIA small subunit
K03124	Genetic Information Processing;Transcription;Basal transcription factors;K03124 transcription initiation factor TFIIB
K03125	Brite Hierarchies;Protein families: genetic information processing;Basal transcription factors;K03125 transcription initiation factor TFIID subunit 1
K03126	Brite Hierarchies;Protein families: genetic information processing;Basal transcription factors;K03126 transcription initiation factor TFIID subunit 12
K03128	Brite Hierarchies;Protein families: genetic information processing;Basal transcription factors;K03128 transcription initiation factor TFIID subunit 2
K03130	Brite Hierarchies;Protein families: genetic information processing;Basal transcription factors;K03130 transcription initiation factor TFIID subunit 5
K03131	Brite Hierarchies;Protein families: genetic information processing;Basal transcription factors;K03131 transcription initiation factor TFIID subunit 6
K03132	Brite Hierarchies;Protein families: genetic information processing;Basal transcription factors;K03132 transcription initiation factor TFIID subunit 7
K03133	Brite Hierarchies;Protein families: genetic information processing;Basal transcription factors;K03133 transcription initiation factor TFIID subunit 9B
K03134	Brite Hierarchies;Protein families: genetic information processing;Basal transcription factors;K03134 transcription initiation factor TFIID subunit 10
K03136	Genetic Information Processing;Transcription;Basal transcription factors;K03136 transcription initiation factor TFIIE subunit alpha
K03142	Genetic Information Processing;Protein families: genetic information processing;Basal transcription factors;K03142 transcription initiation factor TFIIH subunit 2
K03145	Brite Hierarchies;Protein families: genetic information processing;Transcription machinery;K03145 transcription elongation factor S-II
K03146	Metabolism;Metabolism of cofactors and vitamins;Thiamine metabolism;K03146 cysteine-dependent adenosine diphosphate thiazole synthase 
K03147	Metabolism;Metabolism of cofactors and vitamins;Thiamine metabolism;K03147 phosphomethylpyrimidine synthase 
K03148	Metabolism;Metabolism of cofactors and vitamins;Thiamine metabolism;K03148 sulfur carrier protein ThiS adenylyltransferase 
K03149	Metabolism;Metabolism of cofactors and vitamins;Thiamine metabolism;K03149 thiazole synthase 
K03150	Metabolism;Metabolism of cofactors and vitamins;Thiamine metabolism;K03150 2-iminoacetate synthase 
K03151	Metabolism;Metabolism of cofactors and vitamins;Thiamine metabolism;K03151 tRNA uracil 4-sulfurtransferase 
K03152	Brite Hierarchies;Protein families: metabolism;Peptidases;K03152 protein deglycase 
K03153	Metabolism;Metabolism of cofactors and vitamins;Thiamine metabolism;K03153 glycine oxidase 
K03154	Genetic Information Processing;Folding, sorting and degradation;Sulfur relay system;K03154 sulfur carrier protein
K03163	Brite Hierarchies;Protein families: genetic information processing;DNA replication proteins;K03163 DNA topoisomerase I 
K03164	Brite Hierarchies;Protein families: genetic information processing;Platinum drug resistance;K03164 DNA topoisomerase II 
K03165	Genetic Information Processing;Replication and repair;Homologous recombination;K03165 DNA topoisomerase III 
K03166	Brite Hierarchies;Protein families: genetic information processing;DNA replication proteins;K03166 DNA topoisomerase VI subunit A 
K03167	Brite Hierarchies;Protein families: genetic information processing;DNA replication proteins;K03167 DNA topoisomerase VI subunit B 
K03168	Brite Hierarchies;Protein families: genetic information processing;DNA replication proteins;K03168 DNA topoisomerase I 
K03169	Brite Hierarchies;Protein families: genetic information processing;DNA replication proteins;K03169 DNA topoisomerase III 
K03173	Human Diseases;Infectious diseases: Viral;Protein processing in endoplasmic reticulum;K03173 TNF receptor-associated factor 2 
K03174	Human Diseases;Infectious diseases: Viral;NF-kappa B signaling pathway;K03174 TNF receptor-associated factor 3
K03177	Brite Hierarchies;Protein families: genetic information processing;Transfer RNA biogenesis;K03177 tRNA pseudouridine55 synthase 
K03178	Brite Hierarchies;Folding, sorting and degradation;Ubiquitin mediated proteolysis;K03178 ubiquitin-activating enzyme E1 
K03179	Metabolism;Metabolism of cofactors and vitamins;Ubiquinone and other terpenoid-quinone biosynthesis;K03179 4-hydroxybenzoate polyprenyltransferase 
K03182	Metabolism;Metabolism of cofactors and vitamins;Ubiquinone and other terpenoid-quinone biosynthesis;K03182 4-hydroxy-3-polyprenylbenzoate decarboxylase 
K03183	Metabolism;Metabolism of cofactors and vitamins;Ubiquinone and other terpenoid-quinone biosynthesis;K03183 demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase 
K03186	Metabolism;Metabolism of cofactors and vitamins;Ubiquinone and other terpenoid-quinone biosynthesis;K03186 flavin prenyltransferase 
K03187	Not Included in Pathway or Brite;Unclassified: genetic information processing;Protein processing;K03187 urease accessory protein
K03188	Not Included in Pathway or Brite;Unclassified: genetic information processing;Protein processing;K03188 urease accessory protein
K03189	Not Included in Pathway or Brite;Unclassified: genetic information processing;Protein processing;K03189 urease accessory protein
K03190	Not Included in Pathway or Brite;Unclassified: genetic information processing;Protein processing;K03190 urease accessory protein
K03191	Human Diseases;Infectious diseases: Bacterial;Epithelial cell signaling in Helicobacter pylori infection;K03191 acid-activated urea channel
K03196	Environmental Information Processing;Membrane transport;Bacterial secretion system;K03196 type IV secretion system protein VirB11
K03199	Environmental Information Processing;Membrane transport;Bacterial secretion system;K03199 type IV secretion system protein VirB4
K03205	Environmental Information Processing;Membrane transport;Bacterial secretion system;K03205 type IV secretion system protein VirD4
K03206	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K03206 azobenzene reductase 
K03207	Not Included in Pathway or Brite;Unclassified: metabolism;Enzymes with EC numbers;K03207 colanic acid biosynthesis protein WcaH 
K03208	Not Included in Pathway or Brite;Unclassified: metabolism;Glycan metabolism;K03208 colanic acid biosynthesis glycosyl transferase WcaI
K03210	Genetic Information Processing;Folding, sorting and degradation;Protein export;K03210 preprotein translocase subunit YajC
K03214	Brite Hierarchies;Protein families: genetic information processing;Ribosome biogenesis;K03214 RNA methyltransferase, TrmH family 
K03215	Brite Hierarchies;Protein families: genetic information processing;Ribosome biogenesis;K03215 23S rRNA (uracil1939-C5)-methyltransferase 
K03216	Brite Hierarchies;Protein families: genetic information processing;Transfer RNA biogenesis;K03216 tRNA (cytidine/uridine-2'-O-)-methyltransferase 
K03217	Brite Hierarchies;Folding, sorting and degradation;Protein export;K03217 YidC/Oxa1 family membrane protein insertase
K03218	Brite Hierarchies;Protein families: genetic information processing;Ribosome biogenesis;K03218 23S rRNA (guanosine2251-2'-O)-methyltransferase 
K03219	Environmental Information Processing;Membrane transport;Bacterial secretion system;K03219 type III secretion protein C
K03222	Environmental Information Processing;Membrane transport;Bacterial secretion system;K03222 type III secretion protein J
K03223	Environmental Information Processing;Membrane transport;Bacterial secretion system;K03223 type III secretion protein L
K03224	Environmental Information Processing;Membrane transport;Bacterial secretion system;K03224 ATP synthase in type III secretion protein N 
K03225	Environmental Information Processing;Membrane transport;Bacterial secretion system;K03225 type III secretion protein Q
K03226	Environmental Information Processing;Membrane transport;Bacterial secretion system;K03226 type III secretion protein R
K03227	Environmental Information Processing;Membrane transport;Bacterial secretion system;K03227 type III secretion protein S
K03228	Environmental Information Processing;Membrane transport;Bacterial secretion system;K03228 type III secretion protein T
K03229	Environmental Information Processing;Membrane transport;Bacterial secretion system;K03229 type III secretion protein U
K03230	Environmental Information Processing;Membrane transport;Bacterial secretion system;K03230 type III secretion protein V
K03231	Brite Hierarchies;Protein families: genetic information processing;RNA transport;K03231 elongation factor 1-alpha
K03232	Brite Hierarchies;Protein families: genetic information processing;Translation factors;K03232 elongation factor 1-beta
K03233	Brite Hierarchies;Protein families: genetic information processing;Legionellosis;K03233 elongation factor 1-gamma
K03234	Brite Hierarchies;Signal transduction;AMPK signaling pathway;K03234 elongation factor 2
K03236	Genetic Information Processing;Translation;RNA transport;K03236 translation initiation factor 1A
K03237	Human Diseases;Infectious diseases: Viral;RNA transport;K03237 translation initiation factor 2 subunit 1
K03238	Brite Hierarchies;Translation;RNA transport;K03238 translation initiation factor 2 subunit 2
K03239	Genetic Information Processing;Translation;RNA transport;K03239 translation initiation factor eIF-2B subunit alpha
K03240	Genetic Information Processing;Translation;RNA transport;K03240 translation initiation factor eIF-2B subunit epsilon
K03241	Genetic Information Processing;Translation;RNA transport;K03241 translation initiation factor eIF-2B subunit gamma
K03242	Genetic Information Processing;Translation;RNA transport;K03242 translation initiation factor 2 subunit 3
K03243	Genetic Information Processing;Translation;RNA transport;K03243 translation initiation factor 5B
K03246	Genetic Information Processing;Translation;RNA transport;K03246 translation initiation factor 3 subunit I
K03251	Genetic Information Processing;Translation;RNA transport;K03251 translation initiation factor 3 subunit D
K03252	Genetic Information Processing;Translation;RNA transport;K03252 translation initiation factor 3 subunit C
K03253	Brite Hierarchies;Protein families: genetic information processing;RNA transport;K03253 translation initiation factor 3 subunit B
K03254	Genetic Information Processing;Translation;RNA transport;K03254 translation initiation factor 3 subunit A
K03255	Brite Hierarchies;Protein families: genetic information processing;Translation factors;K03255 protein TIF31
K03256	Brite Hierarchies;Protein families: genetic information processing;Transfer RNA biogenesis;K03256 tRNA (adenine58-N1)-methyltransferase non-catalytic subunit
K03257	Brite Hierarchies;Protein families: genetic information processing;RNA transport;K03257 translation initiation factor 4A
K03258	Environmental Information Processing;Signal transduction;RNA transport;K03258 translation initiation factor 4B
K03259	Environmental Information Processing;Signal transduction;RNA transport;K03259 translation initiation factor 4E
K03260	Brite Hierarchies;Protein families: genetic information processing;RNA transport;K03260 translation initiation factor 4G
K03262	Genetic Information Processing;Translation;RNA transport;K03262 translation initiation factor 5
K03263	Brite Hierarchies;Protein families: genetic information processing;Translation factors;K03263 translation initiation factor 5A
K03264	Brite Hierarchies;Protein families: genetic information processing;Ribosome biogenesis in eukaryotes;K03264 translation initiation factor 6
K03265	Brite Hierarchies;Protein families: genetic information processing;mRNA surveillance pathway;K03265 peptide chain release factor subunit 1
K03267	Brite Hierarchies;Protein families: genetic information processing;mRNA surveillance pathway;K03267 peptide chain release factor subunit 3
K03269	Metabolism;Glycan biosynthesis and metabolism;Lipopolysaccharide biosynthesis;K03269 UDP-2,3-diacylglucosamine hydrolase 
K03270	Metabolism;Glycan biosynthesis and metabolism;Lipopolysaccharide biosynthesis;K03270 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) 
K03271	Metabolism;Glycan biosynthesis and metabolism;Lipopolysaccharide biosynthesis;K03271 D-sedoheptulose 7-phosphate isomerase 
K03272	Metabolism;Glycan biosynthesis and metabolism;Lipopolysaccharide biosynthesis;K03272 D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase 
